Site,Longitude,Latitude,Var1
IsleOfMay,-1.478826275,55.52901571,-98.91800841
IsleOfMay,-1.470490163,55.52901571,-123.4092129
IsleOfMay,-1.462154051,55.52901571,-148.8418841
IsleOfMay,-1.453817939,55.52901571,-175.1961924
IsleOfMay,-1.445481827,55.52901571,-202.4228456
IsleOfMay,-1.437145715,55.52901571,-230.4792241
IsleOfMay,-1.428809603,55.52901571,-259.3264746
IsleOfMay,-1.420473491,55.52901571,-288.9268433
IsleOfMay,-1.412137379,55.52901571,-319.2432606
IsleOfMay,-1.403801267,55.52901571,-350.2391784
IsleOfMay,-1.395465155,55.52901571,-381.8778996
IsleOfMay,-1.387129043,55.52901571,-414.121128
IsleOfMay,-1.378792931,55.52901571,-446.9272614
IsleOfMay,-1.370456819,55.52901571,-480.2504643
IsleOfMay,-1.362120707,55.52901571,-514.0410655
IsleOfMay,-1.353784595,55.52901571,-548.2468449
IsleOfMay,-1.345448483,55.52901571,-582.8143526
IsleOfMay,-1.628876292,55.53735172,176.4861132
IsleOfMay,-1.62054018,55.53735172,169.1939921
IsleOfMay,-1.612204068,55.53735172,161.124126
IsleOfMay,-1.603867956,55.53735172,152.2228413
IsleOfMay,-1.595531844,55.53735172,142.4663766
IsleOfMay,-1.587195732,55.53735172,131.8307013
IsleOfMay,-1.57885962,55.53735172,120.288767
IsleOfMay,-1.570523508,55.53735172,107.8135433
IsleOfMay,-1.562187396,55.53735172,94.37995796
IsleOfMay,-1.553851284,55.53735172,79.96650687
IsleOfMay,-1.545515172,55.53735172,64.5565426
IsleOfMay,-1.53717906,55.53735172,48.13875755
IsleOfMay,-1.528842948,55.53735172,30.7066912
IsleOfMay,-1.520506836,55.53735172,12.25743728
IsleOfMay,-1.512170724,55.53735172,-7.210180168
IsleOfMay,-1.503834612,55.53735172,-27.69803749
IsleOfMay,-1.495498499,55.53735172,-49.21352249
IsleOfMay,-1.487162387,55.53735172,-71.76750775
IsleOfMay,-1.478826275,55.53735172,-95.32585328
IsleOfMay,-1.470490163,55.53735172,-119.8579188
IsleOfMay,-1.462154051,55.53735172,-145.3402119
IsleOfMay,-1.453817939,55.53735172,-171.7478894
IsleOfMay,-1.445481827,55.53735172,-199.0417244
IsleOfMay,-1.437145715,55.53735172,-227.1797793
IsleOfMay,-1.428809603,55.53735172,-256.1224348
IsleOfMay,-1.420473491,55.53735172,-285.83152
IsleOfMay,-1.412137379,55.53735172,-316.2702273
IsleOfMay,-1.403801267,55.53735172,-347.4031092
IsleOfMay,-1.395465155,55.53735172,-379.1953558
IsleOfMay,-1.387129043,55.53735172,-411.6105665
IsleOfMay,-1.378792931,55.53735172,-444.6076907
IsleOfMay,-1.370456819,55.53735172,-478.139422
IsleOfMay,-1.362120707,55.53735172,-512.1531874
IsleOfMay,-1.353784595,55.53735172,-546.5935955
IsleOfMay,-1.345448483,55.53735172,-581.404381
IsleOfMay,-1.337112371,55.53735172,-616.5293159
IsleOfMay,-1.628876292,55.54568772,178.9396945
IsleOfMay,-1.62054018,55.54568772,171.7756463
IsleOfMay,-1.612204068,55.54568772,163.8248259
IsleOfMay,-1.603867956,55.54568772,155.0371979
IsleOfMay,-1.595531844,55.54568772,145.3833759
IsleOfMay,-1.587195732,55.54568772,134.8386464
IsleOfMay,-1.57885962,55.54568772,123.3757976
IsleOfMay,-1.570523508,55.54568772,110.9677061
IsleOfMay,-1.562187396,55.54568772,97.58916844
IsleOfMay,-1.553851284,55.54568772,83.21877461
IsleOfMay,-1.545515172,55.54568772,67.8407418
IsleOfMay,-1.53717906,55.54568772,51.44516847
IsleOfMay,-1.528842948,55.54568772,34.02705376
IsleOfMay,-1.520506836,55.54568772,15.58474206
IsleOfMay,-1.512170724,55.54568772,-3.88206843
IsleOfMay,-1.503834612,55.54568772,-24.37480849
IsleOfMay,-1.495498499,55.54568772,-45.9007744
IsleOfMay,-1.487162387,55.54568772,-68.47105853
IsleOfMay,-1.478826275,55.54568772,-92.05212384
IsleOfMay,-1.470490163,55.54568772,-116.6143587
IsleOfMay,-1.462154051,55.54568772,-142.1338794
IsleOfMay,-1.453817939,55.54568772,-168.5847736
IsleOfMay,-1.445481827,55.54568772,-195.9334761
IsleOfMay,-1.437145715,55.54568772,-224.1409198
IsleOfMay,-1.428809603,55.54568772,-253.1670104
IsleOfMay,-1.420473491,55.54568772,-282.972819
IsleOfMay,-1.412137379,55.54568772,-313.5213386
IsleOfMay,-1.403801267,55.54568772,-344.777914
IsleOfMay,-1.395465155,55.54568772,-376.7101673
IsleOfMay,-1.387129043,55.54568772,-409.2849779
IsleOfMay,-1.378792931,55.54568772,-442.4625862
IsleOfMay,-1.370456819,55.54568772,-476.1937422
IsleOfMay,-1.362120707,55.54568772,-510.4219058
IsleOfMay,-1.353784595,55.54568772,-545.0880561
IsleOfMay,-1.345448483,55.54568772,-580.1332193
IsleOfMay,-1.337112371,55.54568772,-615.4988369
IsleOfMay,-1.328776259,55.54568772,-651.126995
IsleOfMay,-1.320440147,55.54568772,-686.9607441
IsleOfMay,-1.62054018,55.55402373,174.0015225
